"07380: Svalbard. Strukturstatistikk, etter statistikkvariabel og �r"

2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
172;190;206;217;221;234;264;297;337;339;376;374;405;395
